date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:58	159903/159903	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-2709f%22	https://htmldemo.net/pebona/pebona/shop-grid.html	E:/Pebona/htmldemo.net/pebona/pebona/shop-grid.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:58	159903/159903	---MCZ	200	added ('OK')	text/html	etag:W/%2266dde811-2709f%22	https://htmldemo.net/pebona/pebona/shop-list.html	E:/Pebona/htmldemo.net/pebona/pebona/shop-list.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:58	159843/159843	---MCZ	200	added ('OK')	text/html	etag:W/%2266e18da8-27063%22	https://htmldemo.net/pebona/pebona/shop-right-sidebar.html	E:/Pebona/htmldemo.net/pebona/pebona/shop-right-sidebar.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:58	179168/179168	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe5faf-2bbe0%22	https://htmldemo.net/pebona/pebona/shop-fullwidth.html	E:/Pebona/htmldemo.net/pebona/pebona/shop-fullwidth.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:58	88981/88981	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-15b95%22	https://htmldemo.net/pebona/pebona/single-product.html	E:/Pebona/htmldemo.net/pebona/pebona/single-product.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:59	42396/42396	---MCZ	200	added ('OK')	text/html	etag:W/%2266dde811-a59c%22	https://htmldemo.net/pebona/pebona/compare.html	E:/Pebona/htmldemo.net/pebona/pebona/compare.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:59	37956/37956	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:38%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/menu-banner.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/menu-banner.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:59	48629/48629	---MCZ	200	added ('OK')	text/html	etag:W/%2266e18da8-bdf5%22	https://htmldemo.net/pebona/pebona/blog.html	E:/Pebona/htmldemo.net/pebona/pebona/blog.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:09:59	64809/64809	---MCZ	200	added ('OK')	text/html	etag:W/%2266dde811-fd29%22	https://htmldemo.net/pebona/pebona/blog-left-sidebar.html	E:/Pebona/htmldemo.net/pebona/pebona/blog-left-sidebar.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:00	64749/64749	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-fced%22	https://htmldemo.net/pebona/pebona/blog-right-sidebar.html	E:/Pebona/htmldemo.net/pebona/pebona/blog-right-sidebar.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:00	62013/62013	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-f23d%22	https://htmldemo.net/pebona/pebona/blog-details.html	E:/Pebona/htmldemo.net/pebona/pebona/blog-details.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:00	44985/44985	---MCZ	200	added ('OK')	text/html	etag:W/%2266481369-afb9%22	https://htmldemo.net/pebona/pebona/faqs.html	E:/Pebona/htmldemo.net/pebona/pebona/faqs.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:00	32336/32336	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-7e50%22	https://htmldemo.net/pebona/pebona/404.html	E:/Pebona/htmldemo.net/pebona/pebona/404.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:01	48467/48467	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-bd53%22	https://htmldemo.net/pebona/pebona/about.html	E:/Pebona/htmldemo.net/pebona/pebona/about.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:01	39181/39181	---MCZ	200	added ('OK')	text/html	etag:W/%22656beb68-990d%22	https://htmldemo.net/pebona/pebona/contact.html	E:/Pebona/htmldemo.net/pebona/pebona/contact.html	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:01	105221/105221	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:41%20GMT	https://htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:01	59326/59326	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:41%20GMT	https://htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:01	77805/77805	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:42%20GMT	https://htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/slider/home-5/slide-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:02	16752/16752	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:42%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/banner-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/banner-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:02	17000/17000	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:42%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/banner-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/banner-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:02	18263/18263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:43%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/banner-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/banner-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:02	10056/10056	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:43%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-7.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-7.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:02	6687/6687	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:43%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-8.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-8.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:03	11462/11462	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:43%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-4.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-4.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:03	5857/5857	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:44%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-5.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-5.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:03	6150/6150	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:44%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-6.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-6.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:03	9446/9446	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:44%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:03	7932/7932	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:44%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:04	7146/7146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:45%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:04	7659/7659	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:45%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-9.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-9.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:04	8962/8962	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:45%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-10.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-10.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:04	7565/7565	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:45%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-11.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-11.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:05	7140/7140	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:46%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-12.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-12.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:05	5665/5665	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:46%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-13.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-13.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:05	6967/6967	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:46%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-15.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-15.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:05	8915/8915	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:47%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-14.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-14.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:05	5857/5857	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:47%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-16.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-16.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:06	6688/6688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:47%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/new/product-17.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/new/product-17.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:06	26938/26938	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:48%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/banner-7.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/banner-7.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:06	20252/20252	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:48%20GMT	https://htmldemo.net/pebona/pebona/assets/images/banners/banner-8.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/banners/banner-8.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:06	9046/9046	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:48%20GMT	https://htmldemo.net/pebona/pebona/assets/images/blog/blog-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/blog/blog-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:07	10704/10704	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:48%20GMT	https://htmldemo.net/pebona/pebona/assets/images/blog/blog-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/blog/blog-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:07	7725/7725	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:49%20GMT	https://htmldemo.net/pebona/pebona/assets/images/blog/blog-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/blog/blog-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:07	8060/8060	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:49%20GMT	https://htmldemo.net/pebona/pebona/assets/images/blog/blog-4.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/blog/blog-4.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:07	1509/1509	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202024%2005:33:49%20GMT	https://htmldemo.net/pebona/pebona/assets/images/footer-logo.png	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/footer-logo.png	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:07	3003/3003	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202024%2005:33:50%20GMT	https://htmldemo.net/pebona/pebona/assets/images/icons/payment.png	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/icons/payment.png	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:08	31173/31173	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:50%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:08	24463/24463	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:50%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:08	23634/23634	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:51%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:08	29605/29605	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:51%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-4.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-4.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:09	20428/20428	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:51%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-5.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-5.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:09	15698/15698	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:52%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-6.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-6.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:09	3002/3002	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:52%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-1.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-1.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:09	2850/2850	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:52%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-2.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-2.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:09	2731/2731	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:52%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-3.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-3.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:10	2524/2524	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:53%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-4.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-4.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:10	2583/2583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:53%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-5.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-5.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:10	2099/2099	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2005:33:53%20GMT	https://htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-6.jpg	E:/Pebona/htmldemo.net/pebona/pebona/assets/images/products/single/product-thumb-6.jpg	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:10	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656b6bb2-17b90%22	https://htmldemo.net/pebona/pebona/assets/js/jquery.1.12.4.min.js	E:/Pebona/htmldemo.net/pebona/pebona/assets/js/jquery.1.12.4.min.js	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:11	20300/20300	---MCZ	200	added ('OK')	application/javascript	etag:W/%226647c594-4f4c%22	https://htmldemo.net/pebona/pebona/assets/js/popper.min.js	E:/Pebona/htmldemo.net/pebona/pebona/assets/js/popper.min.js	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:11	78696/78696	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e13897-13368%22	https://htmldemo.net/pebona/pebona/assets/js/bootstrap.min.js	E:/Pebona/htmldemo.net/pebona/pebona/assets/js/bootstrap.min.js	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:11	200623/200623	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e13897-30faf%22	https://htmldemo.net/pebona/pebona/assets/js/plugins.js	E:/Pebona/htmldemo.net/pebona/pebona/assets/js/plugins.js	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:11	25740/25740	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656b6bb2-648c%22	https://htmldemo.net/pebona/pebona/assets/js/main.js	E:/Pebona/htmldemo.net/pebona/pebona/assets/js/main.js	(from https://htmldemo.net/pebona/pebona/index-5.html)
13:10:12	112650/112650	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266d55a9a-1b80a%22	https://htmldemo.net/pebona/pebona/assets/fonts/ionicons.eot?v=4.2.4	E:/Pebona/htmldemo.net/pebona/pebona/assets/fonts/ionicons60b9.eot	(from https://htmldemo.net/pebona/pebona/assets/css/ionicons.min.css)
